,description,text,date,keywords,summary,url
20,Major relief for taxpayers between Rs 5 lakh and Rs 10 lakh likely as Panel proposes new slab,"© AP

Taxpayers earning between Rs 5 lakh and Rs 10 lakh a year may be in line for major tax relief with the task force on the Direct Tax Code suggesting halving the tax rate for them to 10%, two persons aware of the matter said on condition of anonymity.

To be sure, this is still just a suggestion and it is not clear whether the government, which is very focused on increasing its tax revenue, will accept it.

The task force submitted its report last week and recommended that the government increase the number of tax slabs or tax brackets from four to five, but lower the tax rates for many.

There is no change in the first income-tax slab (up to Rs 2.5 lakh a year), which attracts zero tax. The current second slab (Rs 2.5 lakh to Rs 5 lakh) attracts 5% tax. The task force wants to expand this slab (Rs 2.5 lakh to Rs 10 lakh) and have a 10% tax rate, while retaining the available full tax rebate for those earning up to Rs 5 lakh.

“Effectively, people having income up to Rs 5 lakh will have to pay zero tax. Tax will be charged for income between Rs 5 lakh and Rs 10 lakh at 10% and an individual can save up to about Rs 37,500 a year (at the higher end) under the proposed regime,” one of the persons cited above said.

In Pics: Biggest financial mistakes you are making

(Slideshow by GoBanking Rates)

Currently, people earning between Rs 5 lakh and Rs 10 lakh are taxed at the rate of 20%. The proposed third slab (Rs 10 lakh to Rs 20 lakh ) will attract a tax of 20%; it is expected to give a benefit of about Rs 1 lakh to the taxpayer if his or her income is on the upper side, the first person said. People in this slab currently pay 30% (the current slab is Rs 10 lakh and above).

The panel has proposed a fourth tax slab of Rs 20 lakh to Rs 2 crore that will attract a tax rate of 30% and the fifth slab, Rs 2 crore and above, will attract a rate of 35%. Under the current regime, the rate is 30% for people whose incomes fall in these slabs. If the proposal of the committee is accepted, a person earning Rs 2 crore will save around Rs 8.5 lakh.

This is, of course, assuming that there are no surcharges on tax. Currently, for instance, people whose incomes fall in the higher tax slabs pay surcharge.

The Central Board of Direct Taxes (CBDT) did not respond to queries. A government official said on condition of anonymity that the report presented by the task force is yet to be evaluated and that it isn’t necessary to accept all recommendations.

Also watch: The process of claiming income tax refund

Replay Video SETTINGS OFF HD HQ SD LO

(Video provided by The Times of India)

The government constituted the task force on the Direct Tax Code in November 2017 to review the existing income-tax legislation and to draft a new direct tax law in consonance with economic needs of the country. “The recommendations have something for every taxpayer. But, exact benefits can be calculated after one is clear whether the panel proposed to remove cess and surcharge or not,” chartered accountant Jitendra Chhabra said. Currently, with surcharges and cess, a person earning over Rs 2.5 crore pays tax at an effective rate of 42.7%.

“Even if there is a small reduction, it will put more money in the individual’s pocket. I guess it will push aggregate demand. This will push up production and can act as the much needed boost for the economy. But this is only one aspect as there are other encouraging news too,” said Sanjay Kumar, senior director, Deloitte Haskins & Sells LLP.

“Overall, the personal tax collections will be down by Rs 50,000 crore or thereabout only on the rate reduction. But the personal income tax is very buoyant at present, and so with growth in economy that gap in tax will be easily filled. Also, the rate reduction will have a salutary impact on compliance, and also economic growth—the Laffer curve effect,” he added.

His reference is to Reagan-era economist Art Laffer’s hypothesis that suggests if tax rates are too high, people will no longer be motivated to work harder and earn more because most earnings will be going to the government, and instead opt for lower earnings but a better quality of life. Tax rates that are too high, Laffer argued, would therefore actually reduce overall tax revenue of a government.",,"['tax', 'likely', 'major', 'rs', 'lakh', 'earning', 'crore', 'proposes', 'income', 'force', 'relief', 'task', 'rate', 'slab', 'taxpayers', 'panel']","There is no change in the first income-tax slab (up to Rs 2.5 lakh a year), which attracts zero tax.
The current second slab (Rs 2.5 lakh to Rs 5 lakh) attracts 5% tax.
The task force wants to expand this slab (Rs 2.5 lakh to Rs 10 lakh) and have a 10% tax rate, while retaining the available full tax rebate for those earning up to Rs 5 lakh.
The panel has proposed a fourth tax slab of Rs 20 lakh to Rs 2 crore that will attract a tax rate of 30% and the fifth slab, Rs 2 crore and above, will attract a rate of 35%.
If the proposal of the committee is accepted, a person earning Rs 2 crore will save around Rs 8.5 lakh.",https://www.msn.com/en-in/news/other/major-relief-for-taxpayers-between-rs-5-lakh-and-rs-10-lakh-likely-as-panel-proposes-new-slab/ar-AAGtjH0?li=AAgges1
21,Ileana D'Cruz: Lesser known facts and candid photos of the 33-year-old actress,"By Nikita Wagh

|

Born on November 1, 1986, Ileana D'Cruz was born in Mumbai into a Goan family. She was 10 when Ileana's family shifted to Goa. Ileana, who is well-known for her roles in Telugu and Tamil films, started out as a model and various television and print ads.",,"['tamil', 'dcruz', 'shifted', 'candid', 'photos', 'actress', 'family', 'lesser', 'wellknown', 'television', 'started', 'telugu', 'ileana', 'waghborn', 'known', 'various', '33yearold', 'facts']","By Nikita Wagh|Born on November 1, 1986, Ileana D'Cruz was born in Mumbai into a Goan family.
She was 10 when Ileana's family shifted to Goa.
Ileana, who is well-known for her roles in Telugu and Tamil films, started out as a model and various television and print ads.",https://www.msn.com/en-in/entertainment/bollywood/ileana-dcruz-lesser-known-facts-and-candid-photos-of-the-33-year-old-actress/ss-AAGoqtk?li=AA5a2m
22,Maruti Suzuki XL6 accessories revealed,"Maruti Suzuki recently launched the XL6 followed by conducting its media drive, where an accessorised version of this vehicle was on display.

© Ninad Ambre Maruti Suzuki XL6 accessories revealed

The carmaker is now offering a wide range of all these accessories through their personalisation program.



These customisation options include many cosmetic add-ons for the exterior like body side moulding, door visors, window frame kit, number plate garnish and even a rear spoiler.

One can opt for an interior styling kit too along with mats and different infotainment system options. Then, there are other safety, comfort and convenience features too.



Prospective buyers can get all the information of these accessories through Maruti's Nexa site.

Watch: Maruti Suzuki XL6 Review--Just another boring MPV or not? (Provided by The Financial Express)

Replay Video SETTINGS OFF HD HQ SD LO

One can apply these add-ons on the configurator to get an idea how they would look on the vehicle.

After the build is finalised, a buyer can get a quote through a dealer and accessorise their car before its delivery.

See: Top 10 most fuel efficient cars



",,"['wide', 'suzuki', 'revealed', 'window', 'options', 'visors', 'accessories', 'maruti', 'kit', 'addons', 'xl6']","Maruti Suzuki recently launched the XL6 followed by conducting its media drive, where an accessorised version of this vehicle was on display.
© Ninad Ambre Maruti Suzuki XL6 accessories revealedThe carmaker is now offering a wide range of all these accessories through their personalisation program.
These customisation options include many cosmetic add-ons for the exterior like body side moulding, door visors, window frame kit, number plate garnish and even a rear spoiler.
Prospective buyers can get all the information of these accessories through Maruti's Nexa site.
Watch: Maruti Suzuki XL6 Review--Just another boring MPV or not?",https://www.msn.com/en-in/autos/news/maruti-suzuki-xl6-accessories-revealed/ar-AAGsDHE?li=AAgg6KI
23,"7 Chia Seed Benefits, According to a Nutritionist","Chia seeds have officially transitioned from trendy to mainstream.

You’ll find these tiny oval seeds stocked in regular supermarkets and incorporated into numerous products—from fruit drinks and energy bars to cereals and even tortilla chips.

That's likely because chia seeds are nutrient powerhouses, and they offer some key health benefits.

Here are seven reasons to incorporate them into your meal-planning routine.

Chia seeds are nutrient-rich

In addition to providing healthful fat, plant protein, and fiber, a one ounce portion of chia seeds packs nearly 20% of the daily target for calcium. An essential nutrient for healthy bones, calcium is needed for the proper functioning of muscles, blood vessels, nerves, enzymes, and hormones. Calcium plays a role in blood clotting, blood pressure, and maintaining normal heart rhythm and brain function.

That same portion of chia seeds also has about a third of the daily goal for the minerals magnesium, manganese, and phosphorus. Magnesium helps improve mood and sleep, while manganese plays a role in collagen production and promotes skin and bone health. Phosphorus helps form cell structures and works with calcium to keep bones healthy.

Once ounce of chia seeds also contains smaller amounts of B vitamins, potassium, and zinc. B vitamins help support energy production. Potassium helps maintain heart function, healthy blood pressure, and muscle contractions; prevents muscle cramps; and helps maintain muscle mass. Zinc is required for a number of immune functions, in addition to healing and maintaining appetite.

Chia seeds are high in fiber



Of the 12 grams of carbohydrate in a one ounce portion of chia seeds, an impressive 10 grams come from fiber. That’s 40% of the daily minimum goal for this important nutrient. On top of supporting digestive health, chia fiber helps feed the healthy gut bacteria linked to immunity and positive mood.

That fiber also protects against heart disease by reducing cholesterol and triglycerides (blood fats), increasing “good” HDL cholesterol, lowering blood pressure, and inhibiting blood clots.

Chia seeds are chock full of heart healthy fat

Speaking of heart disease, chia seeds are rich in a type of plant-based omega-3 fatty acid called alpha-linolenic acid, or ALA, tied to anti-inflammation and improved circulation. One study found that consuming 37 grams of chia seeds daily reduced a blood marker for inflammation by 40%. The anti-inflammatory effect also supports skin health, and it plays a further role in protecting the heart.

Chia seeds are loaded with antioxidants



The health-protective antioxidants found in chia seeds are known to defend against oxidative stress. This is essentially an imbalance between the production of cell-damaging free radicals and the body's ability to counter their harmful effects. This protection helps fend off aging and protects the brain, as oxidative stress is a causative factor in diseases like Alzheimer’s and Parkinson’s.

Chia seeds are good for bones

As mentioned earlier, these mighty seeds pack several key nutrients tied to bone health, including calcium, magnesium, phosphorus, and manganese. It’s the combination of these minerals, in addition to other nutrients and regular physical activity, that protect bone density. The calcium content of chia seeds also makes them a good source of this important mineral for those who must or prefer to avoid dairy.

Chia seeds help regulate blood sugar levels



Chia seeds help stabilize post-meal blood sugar levels and improve insulin sensitivity, which can translate to steadier, sustained energy. In one study that compared chia to flax seeds, both resulted in lower blood sugar levels, but chia had a greater ability to convert glucose into a slow-release carbohydrate and positively impact satiety. That led to reduced appetite and desire to eat.

Chia seeds support healthy weight loss

Chia seeds support weight loss in a number of ways, including their impact on blood sugar and satiety, as noted above, as well as their anti-inflammatory effect.

One of my favorite chia properties is the gel-like texture they produce when added to liquids, due to their ability to soak up about twelve times their weight in fluid. The thickness this adds to smoothies or juices has been shown to suppress hunger more than thinner versions of beverages with the same calorie levels.

One study that provided volunteers with a mid-morning snack of yogurt with and without chia seeds found that the addition of the seeds resulted in lower post-snack hunger, as well as a decreased desire for sugary foods. It also led them to eat less at lunchtime.

I enjoy whipping up chia “shots” made with 100% juice, and I love adding the seeds to puddings, overnight oats, energy balls, dark chocolate truffles, acai bowls, and smoothies. For the latter, try soaking the seeds in your liquid of choice for at least five to 10 minutes before blending. You can even soak them overnight in the fridge. The thicker texture soaked seeds provide will leave you feeling full, satisfied, and energized for hours.

Cynthia Sass, MPH, RD, is Health's contributing nutrition editor, a New York Times best-selling author, and a nutrition consultant for the New York Yankees.

Suggested: 24 Actually Delicious Vegan Recipes (Delish)



Watch: Vaping Possibly Linked to 120+ Lung Disease Cases (NowThis News)

",,"['seed', 'healthy', 'heart', 'blood', 'seeds', 'helps', 'chia', 'fiber', 'sugar', 'benefits', 'according', 'health', 'nutritionist', 'calcium']","That same portion of chia seeds also has about a third of the daily goal for the minerals magnesium, manganese, and phosphorus.
Chia seeds are high in fiberOf the 12 grams of carbohydrate in a one ounce portion of chia seeds, an impressive 10 grams come from fiber.
On top of supporting digestive health, chia fiber helps feed the healthy gut bacteria linked to immunity and positive mood.
Chia seeds are loaded with antioxidantsThe health-protective antioxidants found in chia seeds are known to defend against oxidative stress.
Chia seeds help regulate blood sugar levelsChia seeds help stabilize post-meal blood sugar levels and improve insulin sensitivity, which can translate to steadier, sustained energy.",https://www.msn.com/en-in/health/health-news/7-chia-seed-benefits-according-to-a-nutritionist/ar-AAGvfpE?li=BBPGFFn
24,Roger Federer drops first set AGAIN as Swiss survives a scare against Damir Dzumhur to reach US Open third round,"© Getty Images NEW YORK, NEW YORK - AUGUST 28: Roger Federer of Switzerland reacts during his Men's Singles second round match against Damir Dzumhur of Bosnia and Herzegovina on day three of the 2019 US Open at the USTA Billie Jean King National Tennis Center on August 28, 2019 in the Flushing neighborhood of the Queens borough of New York City. (Photo by Elsa/Getty Images)

Roger Federer's stuttering start at the US Open continued as he suffered a second scare in as many rounds before beating Damir Dzumhur.

Dzumhur, ranked world No 99, capitalised under the Arthur Ashe Stadium roof as world No 3 Federer made 17 unforced errors in a sluggish opening set, which he went on to lose 6-3.

© Provided by Associated Newspapers Limited Roger Federer's difficult start to the US Open continued in his win against Damir Dzumhur

But just as he did against Indian qualifier Sumit Nagal in the first round, Federer, stunned by his poor start, rallied back and went on to win 93 per cent of points on his first serve in the second set.

Sets three and four remained competitive for the Swiss but Dzumhur became exasperated at his missed opportunity as Federer soon took control before sealing a 3-6, 6-2, 6-3, 6-4 win.

© Provided by Associated Newspapers Limited But in the end Dzumhur could not sustain his efforts and was left to reflect on a missed chance

Play on the outside courts was suspended in New York for the early part of the afternoon due to heavy rainfall, forcing British hopefuls Jo Konta and Dan Evans to sit tight ahead of their second round matches.

But Evans' delay allowed him to keep a close eye on Federer as he will be next should the Briton overcome France's Lucas Pouille.

The most scandalous US Open moments (Espresso)",,"['survives', 'swiss', 'roger', 'scare', 'start', 'dzumhur', 'round', 'york', 'reach', 'world', 'win', 'set', 'second', 'damir', 'open', 'federer']","(Photo by Elsa/Getty Images)Roger Federer's stuttering start at the US Open continued as he suffered a second scare in as many rounds before beating Damir Dzumhur.
Dzumhur, ranked world No 99, capitalised under the Arthur Ashe Stadium roof as world No 3 Federer made 17 unforced errors in a sluggish opening set, which he went on to lose 6-3.
Sets three and four remained competitive for the Swiss but Dzumhur became exasperated at his missed opportunity as Federer soon took control before sealing a 3-6, 6-2, 6-3, 6-4 win.
But Evans' delay allowed him to keep a close eye on Federer as he will be next should the Briton overcome France's Lucas Pouille.
The most scandalous US Open moments (Espresso)",https://www.msn.com/en-in/sports/tennis/roger-federer-drops-first-set-again-as-swiss-survives-a-scare-against-damir-dzumhur-to-reach-us-open-third-round/ar-AAGtk2O?li=AAggjDC
25,Apple can now aim for a bigger bite of India market as government eases rules,"© Getty

After recording double-digit revenue growth in India for the June quarter, Apple may now gain from the Centre’s move to further relax foreign direct investment in single-brand retail trade (SBRT) for companies looking to invest in India and opening retail stores.

The move will benefit the US-based premium smartphone maker, facing challenging times in the Indian smartphone market amid stiff competition from Chinese companies.

“We love our customers in India and we’re eager to serve them online and in-stores with the same experience and care that Apple customers around the world enjoy. We appreciate the support and hard work by Prime Minister (Narendra) Modi and his team to make this possible and we look forward to one day welcoming customers to India’s first Apple retail store. It will take us sometime to get our plans underway and we’ll have more to announce at a future date,” Apple said in an e-mail to Mint.

Apple has about 1.2% market share in terms of shipments in India where it sells its phones through an estimated 140 retail stores.

The FDI policy currently requires 30% of the value of goods to be procured from India if the SBRT entity has FDI exceeding 51%. Further, as regards the local sourcing requirement, the same can be met as an average during the first five years, and thereafter annually towards the India operations. Companies, however, often reiterated that it was difficult for them to procure goods from India to meet the 30% condition.

In Pics: Here's why the 'iPhone 11 Pro' will be the best phone

(Slideshow by Business Insider)

On Wednesday, the government announced that all procurement made from India by the SBRT entity for that single-brand shall be counted towards local sourcing, irrespective of whether the goods procured are sold in India or exported.

Further, the current cap of considering exports for five years is proposed to be removed. This will allow companies to now include not just locally sold goods but also exports as part of its sourcing. Brands applying for FDI in single-brand retail will also be allowed to commence online retail operations before they open physical stores in a clear indication that the government is closely watching how consumers in India are shifting to online shopping. However, a physical store will need to be opened within two years.

“This is being done to position India as a favourable destination (for foreign brands), that they can make here, sell here and export as well,"" said Navkendar Singh, associate research director, International Data Corp (IDC).

Singh said the step will allow Apple open “destination stores"" in major cities in India and it may get an upper hand in terms of retail, especially because Apple Stores worldwide are known for their experience and the knowledge of its staff.

Also watch: FDI reforms: Will this reverse the slowdown?

Replay Video SETTINGS OFF HD HQ SD LO

(Video provided by NDTV)

“Since the average has to pass 30%, brands can go about local procurement gradually,"" says Faisal Kawoosa, founder of techARC. “This helps a brand like Apple."" He also said selling and exporting from India might help the company drive up overall volumes here as well.

IDC’s Singh said that a combination of manufacturing and price drops like it did with the iPhone XR this year, could do good for Apple’s volumes.

Apple has been in talks with officials in India to open its own stores in the world’s fastest-growing smartphone market for quite some time. Local manufacturing would help the Cupertino, California-based company avoid import duties of 20%, and further grow its market share and India revenue.

According to a Bloomberg report, Apple’s main partner—the Foxconn Technology Group—is running quality tests for the iPhone XR series and plans to begin mass production at a facility in southern India.

Apple has about 1.2% market share in terms of shipments in India where it sells its phones through an estimated 140 retail stores.

The FDI policy currently requires 30% of the value of goods to be procured from India if the SBRT entity has FDI exceeding 51%. Further, as regards the local sourcing requirement, the same can be met as an average during the first five years, and thereafter annually towards the India operations. Companies, however, often reiterated that it was difficult for them to procure goods from India to meet the 30% condition.

“Since the average has to pass 30%, brands can go about local procurement gradually,” says Faisal Kawoosa, founder of techARC. “This helps a brand like Apple.” He also said selling and exporting from India might help the company drive up overall volumes here as well. IDC’s Singh mentioned that a combination of manufacturing and price drops like it did with the iPhone XR this year, could do good for Apple’s volumes.

The government announced that all procurement made from India by the SBRT entity for that single-brand shall be counted towards local sourcing, irrespective of whether the goods procured are sold in India or exported.

Further, the current cap of considering exports for five years is proposed to be removed. This will allow companies to now include not just locally sold goods but also exports as part of its sourcing. Brands applying for FDI in single-brand retail will also be allowed to commence online retail operations before they open physical stores in a clear indication that the government is closely watching how consumers in India are shifting to online shopping. However, a physical store will need to be opened within two years.

Apple has been in talks with officials in India to open its own stores in the world’s fastest-growing smartphone market for quite some time. Local manufacturing would help the Cupertino, California-based company avoid import duties of 20%, and further grow its market share and India revenue.

According to a Bloomberg report, Apple’s main partner—the Foxconn Technology Group—is running quality tests for the iPhone XR series and plans to begin mass production at a facility in southern India.",,"['fdi', '30', 'market', 'sourcing', 'rules', 'bigger', 'india', 'retail', 'goods', 'aim', 'stores', 'apple', 'bite', 'local', 'eases']","We appreciate the support and hard work by Prime Minister (Narendra) Modi and his team to make this possible and we look forward to one day welcoming customers to India’s first Apple retail store.
Apple has about 1.2% market share in terms of shipments in India where it sells its phones through an estimated 140 retail stores.
Companies, however, often reiterated that it was difficult for them to procure goods from India to meet the 30% condition.
Apple has about 1.2% market share in terms of shipments in India where it sells its phones through an estimated 140 retail stores.
Apple has been in talks with officials in India to open its own stores in the world’s fastest-growing smartphone market for quite some time.",https://www.msn.com/en-in/money/news/apple-can-now-aim-for-a-bigger-bite-of-india-market-as-government-eases-rules/ar-AAGskRE?li=AAgfW3S
26,Car underseal: what is it and is it worth doing?,"The bad old days of cars rusting by the time of their first service are thankfully over; but that doesn’t mean modern cars don’t corrode.

In fact, look in any scrapyard and you will see a surprising number of relatively modern vehicles which have succumbed to the MoT tester’s screwdriver. Behind the plastic bumpers and trim, many cars on the road today can be slowly dissolving away. But what can you, as the owner, actually do about the problem of rust? One of the few effective courses of action is to look at car underseal or other rust-proofing measures and below you’ll find our top tips on the different preventative rust treatments available.



Certain car brands have gained a reputation for rust, and they’re not necessarily the ones you’d expect. Pressure to cut production costs can mean car makers skimped on the corrosion protection on the cars when they were built, leading to problems later on.

It can also be a big issue with vehicles which were imported into the UK as used cars, especially from Japan. There, domestic models are not rust proofed extensively as the climate is generally milder and the roads are not treated with corrosive salt in winter.

If you want to preserve your car and ward off the welder, it’s a good idea to invest in some underseal or other rustproofing. This is especially advisable if you live near the sea, regularly drive on rough roads or have had an advisory on an MoT for corroded components. Getting to them earlier will prevent further expensive problems down the road.

Gallery: The cars most and least likely to pass an MOT (Motoring Research)

Do you need car underseal?

Underseal generally is a tougher paint which is designed to give protection to areas of the car which are not seen everyday, such as the bottom of the car and inside the wheelarches. It is a thick paint which isn’t pretty, but can stand up to being showered which road chippings and debris because it is slightly flexible.

The layer of underseal applied at the factory will become thin and chipped over time however, allowing water and salt to get to bare metal. Moisture or mud can get also get trapped in hidden folds and behind trim such as sill covers. Careless tyre fitters and mechanics can also chip the coating when jacking a car up.

This is when rust will form, and it can quickly become an issue which will make a car uneconomical to repair. Once it has taken hold, small patched welds may get it through an MoT, but unless you have a proper panel replacement it will come back in the future

Car underseal options

© Provided by Dennis Publishing Limited Rusty pile of cars

There are several different types of treatment, and each has different costs and benefits.

The cheapest form of underseal is a simply a type of bitumen – the same material which is used to hold roads together. It costs around £5 for a small can and is effective at protecting ‘banger’ type cars which you don’t expect to last long term. It doesn’t look pretty though, and make sure you wear gloves and mask off any areas you don’t want to be coated, as it is tricky to remove once applied.

If applied thickly it provides decent protection for a few years, but after a while it will become brittle and crack. This will allow water to meet the metal again and it can even trap the moisture, encouraging rust.

Some mechanics will also apply grease or even old engine oil to components such as brake lines in order to ward off corrosion. This isn’t to be advised, as they can drip off onto the road and cause real issues for cyclists and motorcyclist, as well as causing pollution.

Waxy-type underseals are more expensive, but have the ability to ‘self-heal’ if hit by road debris, which means the panel is always protected. After a few years, though, it can wear away - especially if the underside of the car is regularly pressure washed. In really hot weather it can even melt, leaving some areas with thinner protection.

The best treatments are more expensive but combine corrosion-inhibiting elements and rust converting chemicals in the coating. If the underside of your car is starting to corrode slightly, then these types will treat that at the same time as protecting against further corrosion.

It’s also a good idea to treat the inside of box sections such as chassis rails and sills. A different type of chemical is used for this, or other underseal products can be made thinner with white spirit to make them easier to spray or inject into these inaccessible places.

Watch: Car hacks--New ground for cybersecurity? (Provided by Bloomberg)

How to apply underseal

Treating a car is something which can be done by a keen DIYer, but it’s a messy job and you’ll need decent access to the underside. It can be done on ramps or axle stands – just make sure it’s safe before getting under the car and make sure you wear old clothes and eye protection.

To do the job properly you’ll need to make sure the surface to be painted is clean and that the old, cracked underseal is removed. If there are any rust holes, get them repaired now – covering it will only make the welding job more difficult (or impossible) later.

You can either use a paintbrush, aerosol or spray gun to apply the seal. Make sure you mask off areas which shouldn’t be covered – especially the brakes. Protect the exhaust too – although it’s not disastrous if it is coated, the heat will burn the underseal and it will smell unpleasant. It’s also worth covering the paint on panels you will see, as overspray is difficult to remove.

Access to the sills and other enclosed areas can usually be gained by carefully removing a blanking plate or grommet. It there are wheel arch liners or other bits of trim, it is worth dropping them down to access the metal behind. When underneath the car, make sure you spray from different directions to ensure even coverage.

If you don’t fancy doing it yourself, then some garages, bodyshops or specialists will be able to do it for you – expect it to cost between £350-£500. Be sure to go on recommendations though, as it is a tricky job.

Once your car is treated, you can relax knowing you have protection. Remember to keep an eye on it though, and expect to keep the treatment topped up every few years to make sure the rust stays at bay.",,"['different', 'rust', 'road', 'protection', 'underseal', 'doing', 'areas', 'car', 'cars', 'old', 'sure', 'worth']","One of the few effective courses of action is to look at car underseal or other rust-proofing measures and below you’ll find our top tips on the different preventative rust treatments available.
If you want to preserve your car and ward off the welder, it’s a good idea to invest in some underseal or other rustproofing.
Gallery: The cars most and least likely to pass an MOT (Motoring Research)Do you need car underseal?
Underseal generally is a tougher paint which is designed to give protection to areas of the car which are not seen everyday, such as the bottom of the car and inside the wheelarches.
When underneath the car, make sure you spray from different directions to ensure even coverage.",https://www.msn.com/en-in/autos/practicalmotoring/car-underseal-what-is-it-and-is-it-worth-doing/ar-AAGtDQ5?li=AAgg6KI
27,6 ways to verify your income tax return,"6 ways to verify your income tax return

Duration: 06:19

Verification is the last step in the process of filing your income tax return (ITR). Verification is important because if you have filed your ITR but have not verified it, then it will not be considered valid according to income tax laws. There are six ways to verify your ITR. ET Online takes you through each of these processes.",,"['valid', 'ways', 'verify', 'return', 'tax', 'verification', 'income', 'step', 'verified', 'takes', 'itr']","6 ways to verify your income tax returnDuration: 06:19Verification is the last step in the process of filing your income tax return (ITR).
Verification is important because if you have filed your ITR but have not verified it, then it will not be considered valid according to income tax laws.
There are six ways to verify your ITR.
ET Online takes you through each of these processes.",https://www.msn.com/en-in/video/money/itr-filing-guide-6-ways-to-verify-your-tax-return/vi-AAGuAwa
28,Samantha Akkineni and Naga Chaitanya are holidaying in Spain,You are using an older browser version. Please use a supported version for the best MSN experience.,,"['version', 'using', 'samantha', 'holidaying', 'chaitanya', 'older', 'akkineni', 'msn', 'browser', 'supported', 'experience', 'spain', 'best', 'naga']","You are using an older browser version.
Please use a supported version for the best MSN experience.",https://www.msn.com/en-in/entertainment/southcinema/samantha-akkineni-and-naga-chaitanya-are-holidaying-in-spain/ss-AAGrO6A?li=AA5a2m
29,These 8 hair mistakes are making you look older,You are using an older browser version. Please use a supported version for the best MSN experience.,,"['version', 'using', 'older', 'mistakes', 'msn', 'supported', 'browser', 'making', 'hair', 'experience', 'best', 'look']","You are using an older browser version.
Please use a supported version for the best MSN experience.",https://www.msn.com/en-in/video/lifestyle/these-8-hair-mistakes-are-making-you-look-older/vi-AAGvcje
30,How relaxing FDI in single brand retail helps industry,"Replay Video SETTINGS OFF HD HQ SD LO

(Video provided by NDTV)

One of the measures announced by the government today is to further ease FDI norms in single brand retail.

Though 100 per cent FDI was always allowed in single brand retail, the dampener was the clause that they had to mandatorily source from the Indian market. It was this clause which forced Swedish retailer Ikea from not entering the Indian market for a long time.

© Getty

The government has now eased this norm by allowing single brand retail companies to limit their sourcing in India to just 10 per cent, provided they export 20 per cent of their products to other countries. This would mean consumers who shop for IKEA products outside of India would increasingly come across products with the 'Made in India' tag.

""The export capability from this country will dramatically increase when these retailers start buying for their global requirement,"" says Kumar Rajagopalan, CEO, Retailers Association of India.

The government also allowed single brand retailers to have online only models as opposed to earlier, when they were not a

llowed to have a digital store unless they had a physical presence. This will surely encourage more single brand foreign retailers to enter India. Many global retailers have refrained from entering India due to exorbitant real estate costs.

In Pics: 100-year-old brands still going strong

(Slideshow by Espresso)

However, it's not that single brand retailers have not found a way of coming into India. They may not have used the FDI route, but have partnered (through license agreements) with Indian retail conglomerates. Zara partnered with the Tata Group, while Marks & Spencer and Diesel partnered with Reliance Retail. By partnering with Indian companies these retailers don't need to adhere to FDI norms.

So, will the easing of FDI norms mean more retailers would invest in India independently just as H&M and IKEA have? Industry experts say that while it will surely boost FDI in single brand retail, many will continue to prefer partnerships as they don't understand Indian market dynamics.

Despite the current slowdown, global retailers seem to be interested in the India story. The recent indirect investment of Amazon in Future Retail is an example. Will the relaxation of FDI norms actually lead to newer retail investments in India? Watch this space.



",,"['fdi', 'relaxing', 'products', 'partnered', 'india', 'indian', 'helps', 'retail', 'industry', 'retailers', 'brand', 'norms', 'single']","Replay Video SETTINGS OFF HD HQ SD LO(Video provided by NDTV)One of the measures announced by the government today is to further ease FDI norms in single brand retail.
Though 100 per cent FDI was always allowed in single brand retail, the dampener was the clause that they had to mandatorily source from the Indian market.
The government also allowed single brand retailers to have online only models as opposed to earlier, when they were not allowed to have a digital store unless they had a physical presence.
In Pics: 100-year-old brands still going strong(Slideshow by Espresso)However, it's not that single brand retailers have not found a way of coming into India.
Industry experts say that while it will surely boost FDI in single brand retail, many will continue to prefer partnerships as they don't understand Indian market dynamics.",https://www.msn.com/en-in/money/news/how-relaxing-fdi-in-single-brand-retail-helps-industry/ar-AAGsy4g?li=AAgfW3S
